x,y,z,confidence,hand,gesture
-0.042934556,0.034749962,0.034749962,0.996749103,Right,thumb_up
-0.042354651,0.036036525,0.036036525,0.996325135,Right,thumb_up
-0.041820161,0.036667723,0.036667723,0.995614707,Right,thumb_up
-0.042164855,0.037304949,0.037304949,0.996130347,Right,thumb_up
-0.041587234,0.03679214,0.03679214,0.995922625,Right,thumb_up
-0.042187922,0.037642211,0.037642211,0.995753586,Right,thumb_up
-0.042110004,0.039338905,0.039338905,0.996226192,Right,thumb_up
-0.040016856,0.038389016,0.038389016,0.996409178,Right,thumb_up
-0.04064019,0.039223101,0.039223101,0.996396244,Right,thumb_up
-0.038010079,0.038532887,0.038532887,0.996595621,Right,thumb_up
-0.039429683,0.03830922,0.03830922,0.995515466,Right,thumb_up
-0.037656255,0.037124686,0.037124686,0.994850516,Right,thumb_up
-0.038361635,0.038655162,0.038655162,0.994870007,Right,thumb_up
-0.035695568,0.038504627,0.038504627,0.994544804,Right,thumb_up
-0.036180221,0.04031137,0.04031137,0.99427402,Right,thumb_up
-0.035777755,0.040756539,0.040756539,0.993008316,Right,thumb_up
-0.03357451,0.041960306,0.041960306,0.99213469,Right,thumb_up
-0.033108294,0.043309949,0.043309949,0.992232442,Right,thumb_up
-0.033058114,0.042193756,0.042193756,0.992905378,Right,thumb_up
-0.032537568,0.04163634,0.04163634,0.9928177,Right,thumb_up
-0.035876077,0.040182006,0.040182006,0.99467206,Right,thumb_up
-0.035213578,0.039691821,0.039691821,0.993722737,Right,thumb_up
-0.037268735,0.038730972,0.038730972,0.994730473,Right,thumb_up
-0.039680414,0.039310988,0.039310988,0.995192111,Right,thumb_up
-0.037855852,0.036882754,0.036882754,0.995414615,Right,thumb_up
-0.037785858,0.03727467,0.03727467,0.99494487,Right,thumb_up
-0.039558541,0.035307888,0.035307888,0.995455861,Right,thumb_up
-0.038286999,0.034526389,0.034526389,0.994593263,Right,thumb_up
-0.039734405,0.032168496,0.032168496,0.994919062,Right,thumb_up
-0.04138048,0.0323226,0.0323226,0.994381726,Right,thumb_up
-0.040883359,0.029985141,0.029985141,0.994504333,Right,thumb_up
-0.040347986,0.029509677,0.029509677,0.993825436,Right,thumb_up
-0.03927315,0.028074708,0.028074708,0.994172454,Right,thumb_up
-0.038247291,0.024455955,0.024455955,0.994524181,Right,thumb_up
-0.042081572,0.02382914,0.02382914,0.994816124,Right,thumb_up
-0.044170391,0.022236507,0.022236507,0.994319916,Right,thumb_up
-0.044145297,0.022364365,0.022364365,0.993542969,Right,thumb_up
-0.044160742,0.021381892,0.021381892,0.994269907,Right,thumb_up
-0.042092729,0.020351805,0.020351805,0.994087398,Right,thumb_up
-0.041672215,0.020799983,0.020799983,0.994057059,Right,thumb_up
-0.039905649,0.020146877,0.020146877,0.995416522,Right,thumb_up
-0.041459475,0.019066619,0.019066619,0.995452464,Right,thumb_up
-0.043073375,0.020194588,0.020194588,0.994631231,Right,thumb_up
-0.041305162,0.018262964,0.018262964,0.99445498,Right,thumb_up
-0.041697547,0.017048413,0.017048413,0.99522686,Right,thumb_up
-0.043563463,0.016660685,0.016660685,0.994566798,Right,thumb_up
-0.043743096,0.016458431,0.016458431,0.993898749,Right,thumb_up
-0.043517821,0.017082376,0.017082376,0.993192732,Right,thumb_up
-0.045019221,0.015623033,0.015623033,0.993227005,Right,thumb_up
-0.042047918,0.016372483,0.016372483,0.994772434,Right,thumb_up
-0.043222394,0.015086651,0.015086651,0.993462443,Right,thumb_up
-0.044867232,0.016018249,0.016018249,0.994987011,Right,thumb_up
-0.043431282,0.015630672,0.015630672,0.993588924,Right,thumb_up
-0.043381043,0.015545259,0.015545259,0.994412124,Right,thumb_up
-0.040976498,0.0158448,0.0158448,0.994375169,Right,thumb_up
-0.041635498,0.015586252,0.015586252,0.994292021,Right,thumb_up
-0.040527243,0.015104306,0.015104306,0.994349301,Right,thumb_up
-0.042942081,0.014957758,0.014957758,0.993890584,Right,thumb_up
-0.042285107,0.014720174,0.014720174,0.994613409,Right,thumb_up
-0.039457936,0.014412807,0.014412807,0.994551241,Right,thumb_up
-0.041043267,0.014709077,0.014709077,0.99445051,Right,thumb_up
-0.042140845,0.015029822,0.015029822,0.994583905,Right,thumb_up
-0.041501973,0.014953656,0.014953656,0.993715227,Right,thumb_up
-0.041849513,0.014849525,0.014849525,0.99493736,Right,thumb_up
-0.042505443,0.015119649,0.015119649,0.994591057,Right,thumb_up
-0.041428253,0.015273703,0.015273703,0.995201111,Right,thumb_up
-0.041883603,0.01527315,0.01527315,0.994576275,Right,thumb_up
-0.041034698,0.015229394,0.015229394,0.99497503,Right,thumb_up
-0.041701958,0.016978491,0.016978491,0.995003045,Right,thumb_up
-0.044340283,0.01776712,0.01776712,0.995654583,Right,thumb_up
-0.042805001,0.017877832,0.017877832,0.994137228,Right,thumb_up
-0.046474211,0.018158108,0.018158108,0.99446553,Right,thumb_up
-0.046681277,0.019367609,0.019367609,0.994442701,Right,thumb_up
-0.047082789,0.019443151,0.019443151,0.992968619,Right,thumb_up
-0.047614999,0.02096865,0.02096865,0.994110584,Right,thumb_up
-0.047457747,0.020812646,0.020812646,0.993575692,Right,thumb_up
-0.045263931,0.022340873,0.022340873,0.995115638,Right,thumb_up
-0.048693657,0.024204873,0.024204873,0.994213343,Right,thumb_up
-0.048053931,0.025320986,0.025320986,0.995460868,Right,thumb_up
-0.051536694,0.026183967,0.026183967,0.993180752,Right,thumb_up
-0.0502165,0.026612632,0.026612632,0.994567931,Right,thumb_up
-0.050922673,0.027904093,0.027904093,0.994901538,Right,thumb_up
-0.050761215,0.029165311,0.029165311,0.995140612,Right,thumb_up
-0.054459739,0.028979728,0.028979728,0.994632065,Right,thumb_up
-0.051698584,0.029371757,0.029371757,0.99549669,Right,thumb_up
-0.051780205,0.030467857,0.030467857,0.997073174,Right,thumb_up
-0.052727442,0.03283314,0.03283314,0.996736467,Right,thumb_up
-0.052652568,0.033555314,0.033555314,0.996813118,Right,thumb_up
-0.054468628,0.032745354,0.032745354,0.997445345,Right,thumb_up
-0.054369263,0.035264298,0.035264298,0.996660054,Right,thumb_up
-0.056999274,0.035499711,0.035499711,0.995654047,Right,thumb_up
-0.058564685,0.036818501,0.036818501,0.995566607,Right,thumb_up
-0.056880604,0.036303189,0.036303189,0.995494425,Right,thumb_up
-0.05667714,0.037028201,0.037028201,0.996130586,Right,thumb_up
-0.056955166,0.037661232,0.037661232,0.995466411,Right,thumb_up
-0.05939104,0.039322395,0.039322395,0.996120453,Right,thumb_up
-0.058635525,0.040462099,0.040462099,0.996546447,Right,thumb_up
-0.059698973,0.042033114,0.042033114,0.996650279,Right,thumb_up
-0.057194103,0.042225804,0.042225804,0.996882856,Right,thumb_up
-0.054976895,0.043749504,0.043749504,0.996640563,Right,thumb_up
-0.053051326,0.046682492,0.046682492,0.996800661,Right,thumb_up
-0.050013363,0.047527596,0.047527596,0.99674511,Right,thumb_up
-0.048473205,0.048843615,0.048843615,0.996258736,Right,thumb_up
-0.044863194,0.047772579,0.047772579,0.995927155,Right,thumb_up
-0.0463266,0.048380069,0.048380069,0.995005608,Right,thumb_up
-0.04127118,0.049168471,0.049168471,0.995709062,Right,thumb_up
-0.042725541,0.048594788,0.048594788,0.996753573,Right,thumb_up
-0.039743256,0.050365694,0.050365694,0.995731652,Right,thumb_up
-0.040118024,0.049891878,0.049891878,0.995785892,Right,thumb_up
-0.036956642,0.049912196,0.049912196,0.995908022,Right,thumb_up
-0.037314069,0.049438521,0.049438521,0.996052861,Right,thumb_up
-0.033500805,0.049390487,0.049390487,0.996386349,Right,thumb_up
-0.034438357,0.048891544,0.048891544,0.995290041,Right,thumb_up
-0.032110803,0.048839699,0.048839699,0.993060112,Right,thumb_up
-0.027814873,0.047978114,0.047978114,0.991979718,Right,thumb_up
-0.024761396,0.048595924,0.048595924,0.989443958,Right,thumb_up
-0.02043948,0.048120961,0.048120961,0.992007673,Right,thumb_up
-0.018323977,0.048514966,0.048514966,0.994522452,Right,thumb_up
-0.016387245,0.04918946,0.04918946,0.993781209,Right,thumb_up
-0.015212512,0.049330227,0.049330227,0.992520034,Right,thumb_up
-0.009482976,0.049184993,0.049184993,0.99296546,Right,thumb_up
-0.004215071,0.048304487,0.048304487,0.990445614,Right,thumb_up
-0.005237319,0.050049037,0.050049037,0.984626353,Right,thumb_up
-0.003635169,0.049043704,0.049043704,0.988945663,Right,thumb_up
-0.000820545,0.043925017,0.043925017,0.986312687,Right,thumb_up
0.006244262,0.03913049,0.03913049,0.988679647,Right,thumb_up
0.006539281,0.035418227,0.035418227,0.982625484,Right,thumb_up
0.00992577,0.030173132,0.030173132,0.970854759,Right,thumb_up
0.01087727,0.029735353,0.029735353,0.987148643,Right,thumb_up
0.014594937,0.030723263,0.030723263,0.983066976,Right,thumb_up
0.013736173,0.031890713,0.031890713,0.98734355,Right,thumb_up
0.013548144,0.029587677,0.029587677,0.990042329,Right,thumb_up
0.014979013,0.032524996,0.032524996,0.988607883,Right,thumb_up
0.0121576,0.031949252,0.031949252,0.993025243,Right,thumb_up
0.011866922,0.031568281,0.031568281,0.99334836,Right,thumb_up
0.011794582,0.029889369,0.029889369,0.993656576,Right,thumb_up
0.012409094,0.028626855,0.028626855,0.993829608,Right,thumb_up
0.009789438,0.031275041,0.031275041,0.99404794,Right,thumb_up
0.01159043,0.031905644,0.031905644,0.990969002,Right,thumb_up
0.012613149,0.031841699,0.031841699,0.993048608,Right,thumb_up
0.015330018,0.031509429,0.031509429,0.992325187,Right,thumb_up
0.012961861,0.032103948,0.032103948,0.994682431,Right,thumb_up
0.014980216,0.031989485,0.031989485,0.988879561,Right,thumb_up
0.013487276,0.030218385,0.030218385,0.991257489,Right,thumb_up
0.01278806,0.030785305,0.030785305,0.993908465,Right,thumb_up
0.01379884,0.03191112,0.03191112,0.992339432,Right,thumb_up
0.015248071,0.029590711,0.029590711,0.991316676,Right,thumb_up
0.011486737,0.030689746,0.030689746,0.992699683,Right,thumb_up
0.015642468,0.030576888,0.030576888,0.990934491,Right,thumb_up
0.0124243,0.029974755,0.029974755,0.991769433,Right,thumb_up
0.014571607,0.029739574,0.029739574,0.992773473,Right,thumb_up
0.012392243,0.029829636,0.029829636,0.993969321,Right,thumb_up
0.014498546,0.032538079,0.032538079,0.992941439,Right,thumb_up
0.0135976,0.031373531,0.031373531,0.993706465,Right,thumb_up
0.013936916,0.032276578,0.032276578,0.992548108,Right,thumb_up
0.015224096,0.031193763,0.031193763,0.991304338,Right,thumb_up
0.014164831,0.03233454,0.03233454,0.993061781,Right,thumb_up
0.014912794,0.031642679,0.031642679,0.992361605,Right,thumb_up
0.012857588,0.030877065,0.030877065,0.992706358,Right,thumb_up
0.01422371,0.029882673,0.029882673,0.992840528,Right,thumb_up
0.011100866,0.029886708,0.029886708,0.993136227,Right,thumb_up
0.013418067,0.030297406,0.030297406,0.990268648,Right,thumb_up
0.01283461,0.032502931,0.032502931,0.994253814,Right,thumb_up
0.013037829,0.030362301,0.030362301,0.99559772,Right,thumb_up
0.012313474,0.029781887,0.029781887,0.994688511,Right,thumb_up
0.011219785,0.028347209,0.028347209,0.991293967,Right,thumb_up
0.011301367,0.027664872,0.027664872,0.994344115,Right,thumb_up
0.008235091,0.024707025,0.024707025,0.993526936,Right,thumb_up
0.013629199,0.028737755,0.028737755,0.995663404,Right,thumb_up
0.012998961,0.028172448,0.028172448,0.995248318,Right,thumb_up
0.012559462,0.027309647,0.027309647,0.994410515,Right,thumb_up
0.014309388,0.028782275,0.028782275,0.996726096,Right,thumb_up
0.014236664,0.026064336,0.026064336,0.995996654,Right,thumb_up
0.011036177,0.025586698,0.025586698,0.995516479,Right,thumb_up
0.013515876,0.028104555,0.028104555,0.994916975,Right,thumb_up
0.014681211,0.027945179,0.027945179,0.994676292,Right,thumb_up
0.0148874,0.027616963,0.027616963,0.996118307,Right,thumb_up
0.016271971,0.027445769,0.027445769,0.994914234,Right,thumb_up
0.016878065,0.025654919,0.025654919,0.994625866,Right,thumb_up
0.01476159,0.024775485,0.024775485,0.992148578,Right,thumb_up
0.018376561,0.02506518,0.02506518,0.99418819,Right,thumb_up
0.015023822,0.022585468,0.022585468,0.979848683,Right,thumb_up
0.018663455,0.025208723,0.025208723,0.993609309,Right,thumb_up
0.017718092,0.021912839,0.021912839,0.991148472,Right,thumb_up
0.01775993,0.021978961,0.021978961,0.991805255,Right,thumb_up
0.017680917,0.02074567,0.02074567,0.982674599,Right,thumb_up
0.021065488,0.022915032,0.022915032,0.98628056,Right,thumb_up
0.01839368,0.021884697,0.021884697,0.976464987,Right,thumb_up
0.017799048,0.025113326,0.025113326,0.984272897,Right,thumb_up
0.018907955,0.024776816,0.024776816,0.985435665,Right,thumb_up
0.011037914,0.023604097,0.023604097,0.500795126,Right,thumb_up
0.015330068,0.023129782,0.023129782,0.504495502,Right,thumb_up
0.013976719,0.023918513,0.023918513,0.987950146,Right,thumb_up
0.010586561,0.021657504,0.021657504,0.711792409,Right,thumb_up
-0.000416004,0.018678358,0.018678358,0.97209996,Left,thumb_up
0.01908754,0.026913907,0.026913907,0.86022687,Left,thumb_up
0.012863286,0.021630717,0.021630717,0.804642498,Left,thumb_up
0.010585556,0.023974499,0.023974499,0.762985528,Left,thumb_up
0.01253144,0.022737037,0.022737037,0.857369602,Left,thumb_up
0.012311704,0.022477869,0.022477869,0.810929298,Left,thumb_up
0.014109307,0.022213472,0.022213472,0.797014713,Left,thumb_up
0.015142546,0.022794852,0.022794852,0.785466671,Left,thumb_up
0.015499826,0.022744039,0.022744039,0.738224745,Left,thumb_up
0.015010243,0.022824716,0.022824716,0.858601034,Left,thumb_up
0.016925501,0.025601868,0.025601868,0.883165538,Left,thumb_up
0.017997976,0.027672393,0.027672393,0.8912431,Left,thumb_up
0.0168593,0.029332101,0.029332101,0.853163719,Left,thumb_up
0.008935528,0.028152987,0.028152987,0.790006399,Left,thumb_up
0.00868897,0.031028906,0.031028906,0.808809817,Left,thumb_up
0.011761974,0.029720038,0.029720038,0.788025796,Left,thumb_up
0.012801267,0.029722068,0.029722068,0.758517861,Left,thumb_up
0.010764786,0.030599752,0.030599752,0.751975775,Left,thumb_up
0.011188353,0.030794585,0.030794585,0.824844241,Left,thumb_up
0.007921435,0.027499106,0.027499106,0.75825721,Left,thumb_up
0.010214139,0.025915436,0.025915436,0.743633628,Left,thumb_up
0.011546871,0.028030789,0.028030789,0.785740852,Left,thumb_up
0.008560156,0.028494213,0.028494213,0.708589673,Left,thumb_up
0.010412555,0.026490998,0.026490998,0.734435558,Left,thumb_up
0.013755036,0.029922737,0.029922737,0.707001925,Left,thumb_up
0.012999308,0.024508623,0.024508623,0.704540014,Left,thumb_up
0.018336866,0.024664594,0.024664594,0.713638306,Left,thumb_up
0.019118328,0.026585089,0.026585089,0.672968984,Left,thumb_up
0.020974847,0.028011905,0.028011905,0.724817097,Left,thumb_up
0.021052789,0.029239818,0.029239818,0.76882112,Right,thumb_up
0.020990074,0.028313002,0.028313002,0.894109964,Right,thumb_up
0.025509624,0.034204565,0.034204565,0.994461358,Right,thumb_up
0.029787714,0.033491302,0.033491302,0.988857388,Right,thumb_up
0.027284645,0.030428449,0.030428449,0.986323357,Right,thumb_up
0.028682128,0.029822446,0.029822446,0.987157285,Right,thumb_up
0.029723914,0.033187546,0.033187546,0.984844208,Right,thumb_up
0.030316588,0.034434684,0.034434684,0.985586703,Right,thumb_up
0.029098663,0.032170601,0.032170601,0.985315919,Right,thumb_up
0.030379055,0.035467748,0.035467748,0.986400485,Right,thumb_up
0.031665981,0.03623835,0.03623835,0.980012894,Right,thumb_up
0.032848991,0.036878623,0.036878623,0.984384358,Right,thumb_up
0.033299185,0.033715744,0.033715744,0.979145229,Right,thumb_up
0.034531433,0.034493174,0.034493174,0.983511806,Right,thumb_up
0.035062138,0.033486087,0.033486087,0.977707744,Right,thumb_up
0.033919994,0.035374578,0.035374578,0.981915176,Right,thumb_up
0.033216894,0.034581855,0.034581855,0.978389323,Right,thumb_up
0.035738051,0.034431584,0.034431584,0.981145144,Right,thumb_up
0.035356361,0.035223052,0.035223052,0.979369402,Right,thumb_up
0.036959048,0.034725174,0.034725174,0.980484486,Right,thumb_up
0.036561478,0.034815963,0.034815963,0.97871387,Right,thumb_up
0.037258383,0.033267621,0.033267621,0.979073822,Right,thumb_up
0.036646251,0.036196768,0.036196768,0.974283934,Right,thumb_up
0.037200686,0.036599591,0.036599591,0.975379527,Right,thumb_up
0.038796671,0.035018355,0.035018355,0.976485848,Right,thumb_up
0.038905524,0.035069849,0.035069849,0.978880227,Right,thumb_up
0.038881645,0.034327086,0.034327086,0.976466417,Right,thumb_up
0.039167751,0.034312345,0.034312345,0.977104783,Right,thumb_up
0.040379815,0.034533221,0.034533221,0.972852945,Right,thumb_up
0.040783588,0.034876686,0.034876686,0.979495585,Right,thumb_up
0.042744391,0.036388695,0.036388695,0.969631433,Right,thumb_up
0.045364697,0.036173005,0.036173005,0.975558579,Right,thumb_up
0.046064693,0.03795312,0.03795312,0.977791011,Right,thumb_up
0.046748489,0.036173712,0.036173712,0.976884484,Right,thumb_up
0.047317803,0.037088662,0.037088662,0.976987898,Right,thumb_up
0.047530513,0.036014628,0.036014628,0.976585865,Right,thumb_up
0.04615169,0.036938436,0.036938436,0.976917028,Right,thumb_up
0.046418469,0.037704792,0.037704792,0.980908275,Right,thumb_up
0.047625437,0.036009192,0.036009192,0.977331877,Right,thumb_up
0.048125502,0.035995241,0.035995241,0.978186786,Right,thumb_up
0.049912069,0.035046618,0.035046618,0.98005414,Right,thumb_up
0.049961321,0.036496907,0.036496907,0.981557667,Right,thumb_up
0.04682824,0.036082119,0.036082119,0.982256413,Right,thumb_up
0.048480071,0.034849744,0.034849744,0.980758548,Right,thumb_up
0.049671963,0.035779621,0.035779621,0.980237126,Right,thumb_up
0.04924126,0.033908535,0.033908535,0.982983887,Right,thumb_up
0.049112305,0.034450322,0.034450322,0.978732526,Right,thumb_up
0.048793189,0.034421094,0.034421094,0.977887094,Right,thumb_up
0.048065726,0.034429803,0.034429803,0.979788661,Right,thumb_up
0.048077624,0.035123765,0.035123765,0.981770039,Right,thumb_up
0.049040712,0.034084685,0.034084685,0.978016973,Right,thumb_up
0.047772657,0.035312202,0.035312202,0.979471028,Right,thumb_up
0.051278293,0.03537254,0.03537254,0.975382984,Right,thumb_up
0.051628821,0.034859538,0.034859538,0.983271718,Right,thumb_up
0.054176673,0.034172509,0.034172509,0.98025322,Right,thumb_up
0.054003567,0.033572413,0.033572413,0.982167482,Right,thumb_up
0.05186753,0.033840064,0.033840064,0.978451312,Right,thumb_up
0.05302636,0.034380574,0.034380574,0.974552631,Right,thumb_up
0.052075475,0.034940854,0.034940854,0.982756376,Right,thumb_up
0.053032719,0.035269767,0.035269767,0.983197868,Right,thumb_up
0.053842034,0.036448721,0.036448721,0.980376661,Right,thumb_up
0.052989561,0.035881303,0.035881303,0.983001292,Right,thumb_up
0.053805389,0.035942465,0.035942465,0.983393252,Right,thumb_up
0.053476941,0.035117753,0.035117753,0.983807087,Right,thumb_up
0.054012738,0.036579832,0.036579832,0.984851778,Right,thumb_up
0.052958984,0.033905122,0.033905122,0.98614496,Right,thumb_up
0.054072369,0.035355128,0.035355128,0.985663474,Right,thumb_up
0.053074386,0.034301076,0.034301076,0.988393784,Right,thumb_up
0.053356305,0.034424104,0.034424104,0.986278534,Right,thumb_up
0.05315505,0.033189014,0.033189014,0.9857921,Right,thumb_up
0.053512063,0.033715494,0.033715494,0.983166873,Right,thumb_up
0.053971048,0.032808203,0.032808203,0.982397616,Right,thumb_up
0.053234298,0.032922074,0.032922074,0.980281889,Right,thumb_up
0.053955831,0.033974491,0.033974491,0.983421564,Right,thumb_up
0.052471451,0.034206163,0.034206163,0.983212769,Right,thumb_up
0.053752594,0.032643065,0.032643065,0.982123256,Right,thumb_up
0.053101674,0.033720132,0.033720132,0.985230327,Right,thumb_up
0.053823933,0.033777438,0.033777438,0.983261943,Right,thumb_up
0.053038005,0.034700867,0.034700867,0.981136441,Right,thumb_up
0.053332049,0.033683635,0.033683635,0.982702434,Right,thumb_up
0.051563222,0.034203161,0.034203161,0.982201636,Right,thumb_up
0.051725723,0.033863779,0.033863779,0.98453331,Right,thumb_up
0.052495703,0.033247236,0.033247236,0.980621696,Right,thumb_up
0.050429754,0.034975935,0.034975935,0.980744243,Right,thumb_up
0.051788695,0.033539295,0.033539295,0.979818583,Right,thumb_up
0.048495792,0.035633974,0.035633974,0.981880367,Right,thumb_up
0.048089135,0.033388756,0.033388756,0.978871703,Right,thumb_up
0.04798286,0.03229931,0.03229931,0.97760427,Right,thumb_up
0.048967622,0.031956762,0.031956762,0.977171242,Right,thumb_up
0.046664033,0.032188319,0.032188319,0.968485117,Right,thumb_up
0.045022763,0.031730145,0.031730145,0.968984962,Right,thumb_up
0.048443757,0.034122434,0.034122434,0.974825621,Right,thumb_up
0.046205003,0.033584081,0.033584081,0.9751513,Right,thumb_up
0.049354482,0.032713234,0.032713234,0.977177322,Right,thumb_up
0.050284974,0.034084722,0.034084722,0.980326355,Right,thumb_up
0.050317634,0.034070931,0.034070931,0.979046285,Right,thumb_up
0.048233315,0.034277745,0.034277745,0.978598118,Right,thumb_up
0.048516061,0.033784911,0.033784911,0.976832867,Right,thumb_up
0.049943171,0.033854332,0.033854332,0.975695074,Right,thumb_up
0.049124289,0.032236356,0.032236356,0.978407502,Right,thumb_up
0.048986334,0.031901453,0.031901453,0.969626188,Right,thumb_up
0.050322093,0.031807754,0.031807754,0.97532624,Right,thumb_up
