x,y,z,confidence,hand,gesture
-0.027115958,0.097047731,0.097047731,0.978485227,Right,shield
-0.027443347,0.097492948,0.097492948,0.975558758,Right,shield
-0.028582357,0.096781619,0.096781619,0.980734527,Right,shield
-0.028550709,0.097020715,0.097020715,0.981032372,Right,shield
-0.028706966,0.096761256,0.096761256,0.9788571,Right,shield
-0.028957605,0.096125811,0.096125811,0.980605423,Right,shield
-0.029640391,0.096366353,0.096366353,0.982643068,Right,shield
-0.029862227,0.096755177,0.096755177,0.982429922,Right,shield
-0.030673146,0.096305147,0.096305147,0.982463717,Right,shield
-0.030504087,0.096225046,0.096225046,0.981064141,Right,shield
-0.031121947,0.095458895,0.095458895,0.981666625,Right,shield
-0.031576805,0.095230862,0.095230862,0.983039379,Right,shield
-0.031714253,0.095296264,0.095296264,0.982355416,Right,shield
-0.032017864,0.094674438,0.094674438,0.980975568,Right,shield
-0.032044914,0.095156655,0.095156655,0.9822281,Right,shield
-0.031977925,0.09432628,0.09432628,0.983106732,Right,shield
-0.031965852,0.094609454,0.094609454,0.984015942,Right,shield
-0.032139502,0.094212167,0.094212167,0.983184814,Right,shield
-0.032624599,0.094370149,0.094370149,0.98265624,Right,shield
-0.032694645,0.093825363,0.093825363,0.983753562,Right,shield
-0.033357769,0.094291128,0.094291128,0.982887864,Right,shield
-0.033942126,0.093231253,0.093231253,0.98194313,Right,shield
-0.033878684,0.094087303,0.094087303,0.981936038,Right,shield
-0.034225024,0.094142772,0.094142772,0.98461628,Right,shield
-0.0347488,0.094170876,0.094170876,0.98478961,Right,shield
-0.034879103,0.093710914,0.093710914,0.983789206,Right,shield
-0.034885339,0.094181985,0.094181985,0.986101031,Right,shield
-0.03509824,0.093991071,0.093991071,0.983459175,Right,shield
-0.035474055,0.093813583,0.093813583,0.983318865,Right,shield
-0.035533093,0.092722215,0.092722215,0.984426916,Right,shield
-0.035878159,0.092947468,0.092947468,0.984698236,Right,shield
-0.03664634,0.093036935,0.093036935,0.985028148,Right,shield
-0.036269616,0.092861339,0.092861339,0.984863341,Right,shield
-0.036661223,0.092923127,0.092923127,0.984192967,Right,shield
-0.036708608,0.092565037,0.092565037,0.984595597,Right,shield
-0.03708449,0.092561483,0.092561483,0.984891534,Right,shield
-0.037217069,0.092699572,0.092699572,0.985246003,Right,shield
-0.037765384,0.092690438,0.092690438,0.985925257,Right,shield
-0.037323579,0.092397742,0.092397742,0.985479534,Right,shield
-0.038113769,0.091971047,0.091971047,0.985207915,Right,shield
-0.037939902,0.091705598,0.091705598,0.984624207,Right,shield
-0.038588818,0.091716342,0.091716342,0.985632658,Right,shield
-0.038065091,0.091402344,0.091402344,0.983857214,Right,shield
-0.038155679,0.091984846,0.091984846,0.986965418,Right,shield
-0.038862936,0.092198692,0.092198692,0.986755788,Right,shield
-0.039135713,0.092333823,0.092333823,0.984253168,Right,shield
-0.039124999,0.091590367,0.091590367,0.983618081,Right,shield
-0.039186742,0.091824859,0.091824859,0.984482944,Right,shield
-0.03858912,0.091625169,0.091625169,0.986026585,Right,shield
-0.038541965,0.092237443,0.092237443,0.983857512,Right,shield
-0.038475167,0.091765203,0.091765203,0.9830845,Right,shield
-0.038748283,0.091625027,0.091625027,0.985266209,Right,shield
-0.037526164,0.092099115,0.092099115,0.985110819,Right,shield
-0.037050299,0.092678577,0.092678577,0.983957648,Right,shield
-0.035543948,0.093005337,0.093005337,0.984340727,Right,shield
-0.035703368,0.092861764,0.092861764,0.982779384,Right,shield
-0.035059467,0.092473976,0.092473976,0.984175086,Right,shield
-0.034463059,0.092868313,0.092868313,0.983219624,Right,shield
-0.034045752,0.092649102,0.092649102,0.980882049,Right,shield
-0.033282369,0.093582481,0.093582481,0.982813358,Right,shield
-0.032957632,0.092986703,0.092986703,0.981498063,Right,shield
-0.032375328,0.093884945,0.093884945,0.982802868,Right,shield
-0.032030437,0.093129963,0.093129963,0.982312441,Right,shield
-0.032063883,0.0942249,0.0942249,0.983145833,Right,shield
-0.030402029,0.094106711,0.094106711,0.981768906,Right,shield
-0.030148992,0.09385559,0.09385559,0.98164928,Right,shield
-0.030449999,0.093629628,0.093629628,0.982953012,Right,shield
-0.028953569,0.093963005,0.093963005,0.983001471,Right,shield
-0.029388465,0.094082274,0.094082274,0.979018569,Right,shield
-0.029227559,0.094553471,0.094553471,0.981528759,Right,shield
-0.027423313,0.094961628,0.094961628,0.985828817,Right,shield
-0.027261294,0.094361499,0.094361499,0.982031703,Right,shield
-0.026714437,0.094666012,0.094666012,0.983291924,Right,shield
-0.027325431,0.09476833,0.09476833,0.983728588,Right,shield
-0.025810964,0.095201686,0.095201686,0.982778013,Right,shield
-0.025149489,0.095194101,0.095194101,0.983459294,Right,shield
-0.024617106,0.095485605,0.095485605,0.982897818,Right,shield
-0.025001714,0.095001154,0.095001154,0.984127581,Right,shield
-0.024038339,0.095548958,0.095548958,0.980973244,Right,shield
-0.023534818,0.095468149,0.095468149,0.982216299,Right,shield
-0.022793651,0.095773399,0.095773399,0.982257724,Right,shield
-0.022399636,0.095570706,0.095570706,0.97760272,Right,shield
-0.021160332,0.096056655,0.096056655,0.980148911,Right,shield
-0.022390813,0.096018873,0.096018873,0.977407455,Right,shield
-0.020674735,0.096191645,0.096191645,0.979305744,Right,shield
-0.020288566,0.096332312,0.096332312,0.979044259,Right,shield
-0.019396152,0.095504239,0.095504239,0.9768731,Right,shield
-0.018421533,0.096639156,0.096639156,0.975419939,Right,shield
-0.0184526,0.096244231,0.096244231,0.977397084,Right,shield
-0.016113495,0.096388228,0.096388228,0.976206541,Right,shield
-0.015996041,0.096069932,0.096069932,0.971845508,Right,shield
-0.015216094,0.096770436,0.096770436,0.973420799,Right,shield
-0.014364894,0.096408106,0.096408106,0.977101564,Right,shield
-0.013995308,0.096712366,0.096712366,0.97236675,Right,shield
-0.013460905,0.096957147,0.096957147,0.974853218,Right,shield
-0.012515675,0.097110763,0.097110763,0.976491094,Right,shield
-0.01188357,0.096996926,0.096996926,0.977025151,Right,shield
-0.010663774,0.096963167,0.096963167,0.976522803,Right,shield
-0.010244438,0.097001411,0.097001411,0.979089081,Right,shield
-0.008407954,0.09670718,0.09670718,0.975164473,Right,shield
-0.00726865,0.097773932,0.097773932,0.977860272,Right,shield
-0.005290065,0.097013153,0.097013153,0.978202164,Right,shield
-0.004192486,0.097609967,0.097609967,0.981093109,Right,shield
-0.002737092,0.097584188,0.097584188,0.976697743,Right,shield
-0.000745388,0.096779317,0.096779317,0.977693856,Right,shield
0.000390294,0.097911239,0.097911239,0.975057244,Right,shield
0.001396974,0.097607322,0.097607322,0.975176036,Right,shield
0.002775026,0.098364912,0.098364912,0.973146915,Right,shield
0.002640166,0.099215195,0.099215195,0.975964487,Right,shield
0.002637905,0.099195041,0.099195041,0.973928273,Right,shield
0.002899778,0.098900557,0.098900557,0.977640629,Right,shield
0.003294845,0.098954238,0.098954238,0.977321267,Right,shield
0.003791491,0.098947994,0.098947994,0.974049091,Right,shield
0.004931627,0.097985864,0.097985864,0.975362897,Right,shield
0.005138575,0.098341361,0.098341361,0.976339638,Right,shield
0.006275845,0.098064207,0.098064207,0.973898768,Right,shield
0.006109848,0.098621428,0.098621428,0.973088503,Right,shield
0.005949292,0.098910272,0.098910272,0.974515736,Right,shield
0.006485644,0.098479293,0.098479293,0.97147274,Right,shield
0.006862883,0.09846472,0.09846472,0.97189045,Right,shield
0.008150256,0.098719195,0.098719195,0.974412322,Right,shield
0.007672288,0.099289626,0.099289626,0.972006917,Right,shield
0.008885104,0.099036112,0.099036112,0.974026144,Right,shield
0.009448475,0.098723337,0.098723337,0.970974445,Right,shield
0.010591885,0.098431788,0.098431788,0.97225821,Right,shield
0.010227164,0.098856233,0.098856233,0.96717751,Right,shield
0.011764017,0.097654268,0.097654268,0.967388928,Right,shield
0.012108673,0.098021008,0.098021008,0.967716813,Right,shield
0.010923108,0.098738104,0.098738104,0.972633541,Right,shield
0.011308854,0.09798421,0.09798421,0.971523345,Right,shield
0.010017465,0.098226339,0.098226339,0.975288987,Right,shield
0.008603249,0.098330647,0.098330647,0.970866501,Right,shield
0.006811314,0.098501652,0.098501652,0.975404918,Right,shield
0.005256637,0.098050207,0.098050207,0.974946678,Right,shield
0.004321545,0.098586321,0.098586321,0.977976143,Right,shield
0.002850989,0.098216102,0.098216102,0.976785958,Right,shield
0.000809625,0.097898886,0.097898886,0.973645449,Right,shield
0.000476905,0.097768098,0.097768098,0.976107419,Right,shield
-3.64E-05,0.097694337,0.097694337,0.97489512,Right,shield
0.000271054,0.097447477,0.097447477,0.973870695,Right,shield
7.25E-05,0.098628148,0.098628148,0.97901535,Right,shield
-0.000191068,0.098355345,0.098355345,0.97917825,Right,shield
-0.00166811,0.099130765,0.099130765,0.980758309,Right,shield
-0.002031804,0.100405879,0.100405879,0.980130911,Right,shield
-0.004768114,0.100956507,0.100956507,0.983842075,Right,shield
-0.006995344,0.100390308,0.100390308,0.981207788,Right,shield
-0.008384886,0.099568188,0.099568188,0.982554436,Right,shield
-0.009085546,0.099162646,0.099162646,0.981059253,Right,shield
-0.009729902,0.099840023,0.099840023,0.98181951,Right,shield
-0.009263908,0.098705955,0.098705955,0.982710302,Right,shield
-0.010395137,0.099141948,0.099141948,0.981378794,Right,shield
-0.010983776,0.098351665,0.098351665,0.982953906,Right,shield
-0.010726873,0.09790457,0.09790457,0.983552158,Right,shield
-0.011513255,0.097889856,0.097889856,0.982160568,Right,shield
-0.011125899,0.097676836,0.097676836,0.982587874,Right,shield
-0.012458422,0.097795397,0.097795397,0.982154846,Right,shield
-0.012911666,0.097832978,0.097832978,0.984316587,Right,shield
-0.012787079,0.096984364,0.096984364,0.98110646,Right,shield
-0.01262543,0.097333975,0.097333975,0.981894135,Right,shield
-0.014006334,0.096790999,0.096790999,0.981467962,Right,shield
-0.013750592,0.096626475,0.096626475,0.982151747,Right,shield
-0.013838131,0.096597269,0.096597269,0.983181775,Right,shield
-0.015952488,0.097638421,0.097638421,0.982777596,Right,shield
-0.013382435,0.096687987,0.096687987,0.982149601,Right,shield
-0.01515568,0.097180761,0.097180761,0.983075321,Right,shield
-0.014763352,0.096601881,0.096601881,0.981308043,Right,shield
-0.014842083,0.096754044,0.096754044,0.981223822,Right,shield
-0.015036909,0.096075356,0.096075356,0.980503917,Right,shield
-0.014928556,0.095721021,0.095721021,0.979474366,Right,shield
-0.015037717,0.094854042,0.094854042,0.982645571,Right,shield
-0.015772676,0.095138095,0.095138095,0.98200047,Right,shield
-0.015639829,0.094760716,0.094760716,0.98207289,Right,shield
-0.016559632,0.09524826,0.09524826,0.979242146,Right,shield
-0.016170857,0.095678695,0.095678695,0.981883287,Right,shield
-0.016468067,0.094527327,0.094527327,0.979182243,Right,shield
-0.016905747,0.094301946,0.094301946,0.978688717,Right,shield
-0.01669308,0.094732568,0.094732568,0.98088181,Right,shield
-0.01605889,0.093996085,0.093996085,0.981188655,Right,shield
-0.016074546,0.093744345,0.093744345,0.981215715,Right,shield
-0.017205341,0.094048627,0.094048627,0.981468379,Right,shield
-0.016482962,0.094505608,0.094505608,0.980636299,Right,shield
-0.016352849,0.094524994,0.094524994,0.981271088,Right,shield
-0.016420119,0.093946859,0.093946859,0.980825186,Right,shield
-0.016239418,0.09383738,0.09383738,0.979839027,Right,shield
-0.017110545,0.094747797,0.094747797,0.980552316,Right,shield
-0.015051655,0.094181016,0.094181016,0.981599987,Right,shield
-0.015461598,0.094199106,0.094199106,0.982983589,Right,shield
-0.014534993,0.09432409,0.09432409,0.983805656,Right,shield
-0.012507932,0.094825625,0.094825625,0.982338965,Right,shield
-0.012934539,0.094391122,0.094391122,0.98448205,Right,shield
-0.012553175,0.095822334,0.095822334,0.982799828,Right,shield
-0.012082249,0.096081413,0.096081413,0.98351264,Right,shield
-0.011345977,0.096653424,0.096653424,0.985113144,Right,shield
-0.011752546,0.097859085,0.097859085,0.986064613,Right,shield
-0.010790685,0.097695842,0.097695842,0.985257804,Right,shield
-0.010932205,0.098767459,0.098767459,0.984877944,Right,shield
-0.009821888,0.09875638,0.09875638,0.985451818,Right,shield
-0.011141409,0.099920228,0.099920228,0.985402048,Right,shield
-0.009438676,0.099600993,0.099600993,0.984532416,Right,shield
-0.009806469,0.099309422,0.099309422,0.983136714,Right,shield
-0.009255601,0.100111805,0.100111805,0.981165111,Right,shield
-0.007598078,0.100104995,0.100104995,0.982109606,Right,shield
-0.005967014,0.100719675,0.100719675,0.985820711,Right,shield
-0.005358681,0.101220623,0.101220623,0.984239101,Right,shield
-0.00562495,0.101585045,0.101585045,0.982161045,Right,shield
-0.004734812,0.101579182,0.101579182,0.984239161,Right,shield
-0.005461675,0.101698548,0.101698548,0.983867288,Right,shield
-0.00440308,0.102276318,0.102276318,0.984358847,Right,shield
-0.004699701,0.10248214,0.10248214,0.983517706,Right,shield
-0.00410145,0.102203064,0.102203064,0.985224962,Right,shield
-0.002401371,0.10233026,0.10233026,0.984656334,Right,shield
-0.003369811,0.101818733,0.101818733,0.984228432,Right,shield
-0.002503033,0.102685019,0.102685019,0.982386768,Right,shield
-0.002365235,0.102505699,0.102505699,0.981541514,Right,shield
-0.001983092,0.102411501,0.102411501,0.982194066,Right,shield
-0.002462939,0.101948723,0.101948723,0.98044306,Right,shield
-0.002122762,0.102083795,0.102083795,0.983528852,Right,shield
-0.002853766,0.100937687,0.100937687,0.980854392,Right,shield
-0.003330842,0.101348802,0.101348802,0.981216788,Right,shield
-0.00242124,0.101174302,0.101174302,0.981071472,Right,shield
-0.003328872,0.100907072,0.100907072,0.984942675,Right,shield
-0.001815387,0.101245224,0.101245224,0.982966483,Right,shield
-0.034805004,0.057198711,0.057198711,0.9967556,Right,bind
-0.037501313,0.075675443,0.075675443,0.999557674,Right,bind
-0.038780816,0.078288235,0.078288235,0.999446273,Right,bind
-0.039329171,0.078549318,0.078549318,0.999385953,Right,bind
-0.038323112,0.079109177,0.079109177,0.999511838,Right,bind
-0.041153595,0.081334651,0.081334651,0.9994542,Right,bind
-0.037219457,0.084256276,0.084256276,0.999303222,Right,bind
-0.038255431,0.083570667,0.083570667,0.999195337,Right,bind
-0.035851333,0.083391383,0.083391383,0.999151409,Right,bind
-0.033355489,0.084249809,0.084249809,0.999204457,Right,bind
-0.030592121,0.084149681,0.084149681,0.999251783,Right,bind
-0.029748021,0.0861606,0.0861606,0.998963118,Right,bind
-0.027544502,0.087929532,0.087929532,0.999087989,Right,bind
-0.027473424,0.087283917,0.087283917,0.999103904,Right,bind
-0.027243588,0.08691708,0.08691708,0.998714447,Right,bind
-0.028647592,0.085244037,0.085244037,0.99857527,Right,bind
-0.028926637,0.086635016,0.086635016,0.998694718,Right,bind
-0.028586529,0.085671917,0.085671917,0.998733819,Right,bind
-0.026822116,0.08632569,0.08632569,0.998799741,Right,bind
-0.026384979,0.086730182,0.086730182,0.998594284,Right,bind
-0.025596157,0.086145565,0.086145565,0.998701572,Right,bind
-0.026134484,0.085494779,0.085494779,0.998799145,Right,bind
-0.02559635,0.085488901,0.085488901,0.998787522,Right,bind
-0.025294518,0.085384294,0.085384294,0.99843365,Right,bind
-0.025958087,0.085415184,0.085415184,0.998456836,Right,bind
-0.024824873,0.085580155,0.085580155,0.998565793,Right,bind
-0.025501776,0.085037954,0.085037954,0.998557746,Right,bind
-0.024654696,0.084254384,0.084254384,0.998657167,Right,bind
-0.025412783,0.085699566,0.085699566,0.998360693,Right,bind
-0.024464995,0.086129546,0.086129546,0.998571277,Right,bind
-0.026185116,0.086060822,0.086060822,0.998503089,Right,bind
-0.022993797,0.086278506,0.086278506,0.998368502,Right,bind
-0.024596581,0.087445632,0.087445632,0.998286366,Right,bind
-0.025396237,0.085808851,0.085808851,0.998198271,Right,bind
-0.024772022,0.086827889,0.086827889,0.998533249,Right,bind
-0.024035245,0.087392151,0.087392151,0.99824363,Right,bind
-0.024887703,0.086742498,0.086742498,0.997904062,Right,bind
-0.024562292,0.087178312,0.087178312,0.998187482,Right,bind
-0.024883511,0.088216342,0.088216342,0.997977316,Right,bind
-0.024643378,0.087915748,0.087915748,0.997928858,Right,bind
-0.024910375,0.087612234,0.087612234,0.997970462,Right,bind
-0.025772376,0.088462599,0.088462599,0.998200953,Right,bind
-0.026275113,0.087769449,0.087769449,0.998070955,Right,bind
-0.026826112,0.088278413,0.088278413,0.998061061,Right,bind
-0.026846744,0.088353977,0.088353977,0.998013377,Right,bind
-0.026874932,0.087913588,0.087913588,0.997889042,Right,bind
-0.025934536,0.0884858,0.0884858,0.997998893,Right,bind
-0.027032433,0.08774209,0.08774209,0.997735918,Right,bind
-0.026537865,0.088104919,0.088104919,0.997904897,Right,bind
-0.026524205,0.088339522,0.088339522,0.997978985,Right,bind
-0.026889883,0.088965312,0.088965312,0.997895122,Right,bind
-0.027298667,0.088324554,0.088324554,0.997890115,Right,bind
-0.027543087,0.088715494,0.088715494,0.997905135,Right,bind
-0.027504036,0.089269578,0.089269578,0.997229636,Right,bind
-0.026418785,0.088086195,0.088086195,0.99747026,Right,bind
-0.026562721,0.088422582,0.088422582,0.99749738,Right,bind
-0.026027754,0.088300563,0.088300563,0.99751538,Right,bind
-0.025867768,0.088408746,0.088408746,0.997817397,Right,bind
-0.025931442,0.088082217,0.088082217,0.997755766,Right,bind
-0.025026646,0.088905893,0.088905893,0.99735105,Right,bind
-0.026432304,0.088047445,0.088047445,0.997621655,Right,bind
-0.024964733,0.08932589,0.08932589,0.99795568,Right,bind
-0.02638635,0.088645071,0.088645071,0.997346103,Right,bind
-0.026748952,0.088522807,0.088522807,0.997569442,Right,bind
-0.026380967,0.087851644,0.087851644,0.997930348,Right,bind
-0.026674937,0.088156402,0.088156402,0.997925878,Right,bind
-0.027044017,0.088657036,0.088657036,0.997876406,Right,bind
-0.027395001,0.087918617,0.087918617,0.997716784,Right,bind
-0.027703227,0.087796219,0.087796219,0.997912645,Right,bind
-0.026389891,0.087373294,0.087373294,0.998262525,Right,bind
-0.027689349,0.088964202,0.088964202,0.997761786,Right,bind
-0.027376549,0.087572694,0.087572694,0.998133302,Right,bind
-0.025852706,0.088544965,0.088544965,0.998013258,Right,bind
-0.027132915,0.088085748,0.088085748,0.997868001,Right,bind
-0.026476268,0.087867834,0.087867834,0.998155713,Right,bind
-0.027841838,0.089345306,0.089345306,0.997827709,Right,bind
-0.02885003,0.087907284,0.087907284,0.997871578,Right,bind
-0.027016211,0.089087784,0.089087784,0.997636616,Right,bind
-0.02713857,0.088228136,0.088228136,0.997953117,Right,bind
-0.026750248,0.088660233,0.088660233,0.997665226,Right,bind
-0.026182633,0.08894141,0.08894141,0.997792065,Right,bind
-0.026792711,0.088793077,0.088793077,0.998043299,Right,bind
-0.027082665,0.088288769,0.088288769,0.99778986,Right,bind
-0.027114345,0.088381663,0.088381663,0.997983634,Right,bind
-0.027327439,0.088836461,0.088836461,0.998134255,Right,bind
-0.025497355,0.089637473,0.089637473,0.997991681,Right,bind
-0.02552205,0.088104516,0.088104516,0.99796468,Right,bind
-0.024786707,0.088307172,0.088307172,0.998357415,Right,bind
-0.025957623,0.087698884,0.087698884,0.998269856,Right,bind
-0.024622913,0.088271134,0.088271134,0.998224378,Right,bind
-0.025113281,0.089770257,0.089770257,0.997774363,Right,bind
-0.025833789,0.089463189,0.089463189,0.997407079,Right,bind
-0.024702583,0.088452235,0.088452235,0.997770429,Right,bind
-0.024808135,0.087920196,0.087920196,0.997550547,Right,bind
-0.02418844,0.088462338,0.088462338,0.997536004,Right,bind
-0.023479749,0.088505149,0.088505149,0.997685909,Right,bind
-0.022906495,0.088607192,0.088607192,0.99738133,Right,bind
-0.023541557,0.088495679,0.088495679,0.996761203,Right,bind
-0.021531966,0.089259312,0.089259312,0.996057868,Right,bind
-0.022040006,0.088390134,0.088390134,0.996624053,Right,bind
-0.021250658,0.088494897,0.088494897,0.996192575,Right,bind
-0.020695359,0.08886712,0.08886712,0.996041179,Right,bind
-0.020379242,0.088830471,0.088830471,0.99549067,Right,bind
-0.020071581,0.090164907,0.090164907,0.993892014,Right,bind
-0.017471492,0.089744054,0.089744054,0.995766401,Right,bind
-0.017040398,0.090120234,0.090120234,0.996388257,Right,bind
-0.013785393,0.093400277,0.093400277,0.995646,Right,bind
-0.01349881,0.094930127,0.094930127,0.994373798,Right,bind
-0.012527481,0.095197923,0.095197923,0.994472623,Right,bind
-0.011054878,0.097356342,0.097356342,0.991961241,Right,bind
-0.011722586,0.096434578,0.096434578,0.992613375,Right,bind
-0.012024182,0.096111849,0.096111849,0.993315816,Right,bind
-0.011792897,0.096772946,0.096772946,0.990704298,Right,bind
-0.010554414,0.09676028,0.09676028,0.990373194,Right,bind
-0.008639197,0.097658522,0.097658522,0.991719782,Right,bind
-0.008277943,0.097470321,0.097470321,0.991133928,Right,bind
-0.009672297,0.097969517,0.097969517,0.990420282,Right,bind
-0.007609007,0.097403198,0.097403198,0.990092218,Right,bind
-0.008167806,0.097780108,0.097780108,0.987068236,Right,bind
-0.008857971,0.097475313,0.097475313,0.990838945,Right,bind
-0.007785303,0.097749732,0.097749732,0.988267362,Right,bind
-0.007010386,0.097957127,0.097957127,0.98738122,Right,bind
-0.007654335,0.099062376,0.099062376,0.990961015,Right,bind
-0.007379276,0.098949939,0.098949939,0.991306603,Right,bind
-0.00811026,0.097664252,0.097664252,0.988449752,Right,bind
-0.00857668,0.098367989,0.098367989,0.990978181,Right,bind
-0.009158964,0.098327138,0.098327138,0.989113808,Right,bind
-0.008306938,0.098257557,0.098257557,0.989487052,Right,bind
-0.009341041,0.098341465,0.098341465,0.992313325,Right,bind
-0.011784514,0.097582474,0.097582474,0.990379274,Right,bind
-0.01172362,0.097756334,0.097756334,0.989573956,Right,bind
-0.010551525,0.096527144,0.096527144,0.99298048,Right,bind
-0.012727759,0.096888319,0.096888319,0.990970016,Right,bind
-0.012446848,0.095465213,0.095465213,0.993216634,Right,bind
-0.01142032,0.093075283,0.093075283,0.995289803,Right,bind
-0.01317998,0.094864517,0.094864517,0.994284689,Right,bind
-0.013174813,0.094703957,0.094703957,0.994479358,Right,bind
-0.01341866,0.092730343,0.092730343,0.995371819,Right,bind
-0.012406236,0.092119038,0.092119038,0.996062398,Right,bind
-0.014367767,0.092533693,0.092533693,0.995846748,Right,bind
-0.015157895,0.092649914,0.092649914,0.995577276,Right,bind
-0.015254406,0.092679285,0.092679285,0.995633543,Right,bind
-0.014791128,0.091588289,0.091588289,0.995777965,Right,bind
-0.01568919,0.090978347,0.090978347,0.995635629,Right,bind
-0.015840149,0.092220388,0.092220388,0.996272922,Right,bind
-0.015377776,0.091260754,0.091260754,0.996348917,Right,bind
-0.015287267,0.092730038,0.092730038,0.996343374,Right,bind
-0.014610069,0.091592424,0.091592424,0.996326327,Right,bind
-0.015822679,0.091148324,0.091148324,0.996591091,Right,bind
-0.015485775,0.09020254,0.09020254,0.99718076,Right,bind
-0.01843054,0.091021016,0.091021016,0.997056246,Right,bind
-0.022016101,0.089972079,0.089972079,0.997168422,Right,bind
-0.020341717,0.089904279,0.089904279,0.998011768,Right,bind
-0.021635622,0.090932705,0.090932705,0.997364819,Right,bind
-0.021381134,0.090495124,0.090495124,0.997792244,Right,bind
-0.021280594,0.09049882,0.09049882,0.998100638,Right,bind
-0.022386931,0.090128534,0.090128534,0.997482955,Right,bind
-0.022084266,0.089701161,0.089701161,0.998230159,Right,bind
-0.023583807,0.090145931,0.090145931,0.997385919,Right,bind
-0.022484589,0.090398222,0.090398222,0.997875929,Right,bind
-0.022644028,0.089702934,0.089702934,0.997891307,Right,bind
-0.02356858,0.09007825,0.09007825,0.997309625,Right,bind
-0.02445926,0.090060115,0.090060115,0.997989237,Right,bind
-0.025157165,0.090505421,0.090505421,0.997298419,Right,bind
-0.023894235,0.090061389,0.090061389,0.99783814,Right,bind
-0.025360005,0.091338024,0.091338024,0.997972786,Right,bind
-0.022856832,0.091316782,0.091316782,0.998160303,Right,bind
-0.023459058,0.091253191,0.091253191,0.997691631,Right,bind
-0.023713939,0.091238283,0.091238283,0.997751951,Right,bind
-0.023352293,0.090945415,0.090945415,0.997865081,Right,bind
-0.024764473,0.091398954,0.091398954,0.997521043,Right,bind
-0.024123197,0.090934217,0.090934217,0.998075485,Right,bind
-0.024184614,0.090346418,0.090346418,0.997943759,Right,bind
-0.024408976,0.090792976,0.090792976,0.997892618,Right,bind
-0.025399264,0.090762071,0.090762071,0.998114407,Right,bind
-0.0243412,0.091702141,0.091702141,0.997700393,Right,bind
-0.025041841,0.091996841,0.091996841,0.997803509,Right,bind
-0.024400605,0.091676459,0.091676459,0.998143792,Right,bind
-0.024222599,0.091886319,0.091886319,0.998143077,Right,bind
-0.024930242,0.092840634,0.092840634,0.997630358,Right,bind
-0.025093611,0.092568442,0.092568442,0.997952223,Right,bind
-0.024448613,0.093325347,0.093325347,0.997749567,Right,bind
-0.025054848,0.09348695,0.09348695,0.997482002,Right,bind
-0.024492927,0.094111465,0.094111465,0.997252464,Right,bind
-0.025231948,0.093881793,0.093881793,0.997252822,Right,bind
-0.023748092,0.093668669,0.093668669,0.996634781,Right,bind
-0.023156706,0.094843134,0.094843134,0.996821105,Right,bind
-0.023435537,0.095681161,0.095681161,0.996380329,Right,bind
-0.022212477,0.095825009,0.095825009,0.995889485,Right,bind
-0.021966711,0.095440783,0.095440783,0.995559752,Right,bind
-0.02212801,0.096010007,0.096010007,0.995138884,Right,bind
-0.021435531,0.095993377,0.095993377,0.994276464,Right,bind
-0.021157335,0.095857739,0.095857739,0.995470107,Right,bind
-0.020733748,0.094978988,0.094978988,0.995655954,Right,bind
-0.02149328,0.095655873,0.095655873,0.99508357,Right,bind
-0.022195902,0.095839188,0.095839188,0.994729578,Right,bind
-0.020003822,0.095365264,0.095365264,0.993872464,Right,bind
-0.021714069,0.095458359,0.095458359,0.995058835,Right,bind
-0.021252038,0.095747329,0.095747329,0.99421376,Right,bind
-0.020575991,0.09587501,0.09587501,0.994650662,Right,bind
-0.020496137,0.095329553,0.095329553,0.994198442,Right,bind
-0.021739582,0.094654597,0.094654597,0.994210243,Right,bind
-0.02269071,0.094279714,0.094279714,0.993690848,Right,bind
-0.021955682,0.094737172,0.094737172,0.992890477,Right,bind
-0.022490621,0.094962403,0.094962403,0.993059039,Right,bind
-0.022528624,0.094158448,0.094158448,0.99252063,Right,bind
-0.021793738,0.09455391,0.09455391,0.994190812,Right,bind
-0.022084096,0.094266951,0.094266951,0.993496716,Right,bind
-0.022020467,0.094319232,0.094319232,0.993305802,Right,bind
-0.022257872,0.094214126,0.094214126,0.993712902,Right,bind
-0.02273225,0.093727723,0.093727723,0.992260695,Right,bind
-0.02193041,0.094203696,0.094203696,0.994199395,Right,bind
-0.022618474,0.094511941,0.094511941,0.993481517,Right,bind
-0.021543391,0.094188251,0.094188251,0.993775606,Right,bind
-0.021128669,0.094509587,0.094509587,0.993344188,Right,bind
-0.021566562,0.094555289,0.094555289,0.993559182,Right,bind
-0.02133259,0.094830148,0.094830148,0.994570792,Right,bind
-0.02135611,0.095597804,0.095597804,0.99456656,Right,bind
-0.019784408,0.096091114,0.096091114,0.995681167,Right,bind
-0.020345418,0.095096402,0.095096402,0.99584192,Right,bind
-0.019503213,0.094665684,0.094665684,0.995742083,Right,bind
-0.020083189,0.095199354,0.095199354,0.995955765,Right,bind
-0.019428266,0.095622972,0.095622972,0.995274127,Right,bind
-0.019682247,0.095749989,0.095749989,0.995556235,Right,bind
-0.020756358,0.095417321,0.095417321,0.995469928,Right,bind
-0.020190444,0.094590954,0.094590954,0.994920313,Right,bind
-0.019630335,0.095016181,0.095016181,0.995934844,Right,bind
-0.018770469,0.094873153,0.094873153,0.995118082,Right,bind
-0.018987464,0.094872721,0.094872721,0.994993687,Right,bind
-0.018177964,0.09390039,0.09390039,0.995070815,Right,bind
